create_artist,2025-06-05T18:33:26.642552800
create_artist,2025-06-05T18:33:26.702551200
create_artist,2025-06-05T18:33:26.716552300
create_artist,2025-06-05T18:33:26.726570100
create_artist,2025-06-05T18:33:26.736549600
create_artist,2025-06-05T18:33:26.748549900
create_artist,2025-06-05T18:33:26.761552
create_artist,2025-06-05T18:36:50.930084600
create_artist,2025-06-05T18:36:50.981090600
create_artist,2025-06-05T18:36:50.994081400
create_artist,2025-06-05T18:36:51.006081900
create_artist,2025-06-05T18:36:51.018080500
create_artist,2025-06-05T18:36:51.029079600
create_artist,2025-06-05T18:36:51.041084
create_artist,2025-06-05T18:39:48.286077700
create_artist,2025-06-05T18:39:48.355077700
create_artist,2025-06-05T18:39:48.367073600
create_artist,2025-06-05T18:39:48.378072
create_artist,2025-06-05T18:39:48.390076
create_artist,2025-06-05T18:39:48.401074
create_artist,2025-06-05T18:39:48.413075600
